index,sentiment,text
6765,Negative,Two great political comedy acts in one night - the last of #JonStewart and the #GOPDebates #tears
6766,Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
6767,Negative,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates
6768,Negative,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…"
6769,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
6770,Negative,"AlissaLyn14: RT NylonMag: The 10 most insane, ridiculous quotes from last night's #GOPDebate. Seriously, what the … http://t.co/AuhlNZa3Ww"
6771,Negative,"RT @NerdyWonka: Mike Huckabee: ""The purpose of the military is to kill people and break things."" 

#GOPDebate 

Everyone right now: http://…"
6772,Negative,"God blessed our country, the Republican candidates....but NOT them democrats. -Rubio #Paraphrase #GOPDebates you... http://t.co/PgijYpJZdf"
6773,Negative,"RT @SalMasekela: Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates"
6774,Negative,"Why put commercials in the #GOPDebates? Don't they have little time already to NOT answer questions directly? 

#BNRDebates"
6775,Negative,RT @sarahkendzior: Can't believe people are writing real articles about who won #GOPDebate. We *all* lost #GOPDebate.
6776,Negative,Not addressed once at either #GOPDebate #believersneverdie http://t.co/4eH6f2reUr
6777,Positive,.@realDonaldTrump said it last night: It's time to #GetMoneyOut #GOPDebate #GOPTBT #KochVsPope http://t.co/xItysJFLrJ
6778,Negative,Check out my recap of last night's #GOPDebate http://t.co/FMPcxRRFn3
6779,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
6780,Negative,RT @Izac_Wright: THIS HAPPENED: Not a single mention of #votingrights on #VRA50 in tonight’s #GOPdebates
6781,Negative,"Fox News: God hasn't been in touch lately and we are really getting worried, he doesn't get along with people. #GOPDebates"
6782,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
6783,Negative,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates
6784,Positive,RT @nick_paro: The NY Times say Rand Paul matters again! #StandwithRand #Liberty #GOPDebate #tcot #tlot http://t.co/L9Z2JmkFrN
6785,Negative,I'm sure Ben is not ready for any of this. #GOPDebates
6786,Negative,RT @LisaBloom: Not a single question in last night's #GOPDebate about the most urgent issue of our time: climate change.
6787,Positive,RT @DanScavino: .@realDonaldTrump has complete control of #GOPDebate stage tonight @BretBaier @megynkelly #KellyFailed #Trump2016 🇺🇸 http:/…
6788,Positive,".@CNN is breaking down the debate with fact checks, good to see the media actually holding some of the candidates accountable. #GOPDebate"
6789,Negative,RT @AndreaTantaros: About last night. Are you watching @OutnumberedFNC ? We got @ericbolling and all the good stuff from the #GOPDebate on …
6790,Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
6791,Positive,@megynkelly Did @CandyCrowley coach you for last nights #GOPDebate ? @FoxNews @realDonaldTrump
6792,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
6793,Negative,Twist! Carly Fiorina just ATE CHRIS CHRISTIE #GOPDebates
6794,Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
6795,Negative,Please leave #Jesus out of the #GOPDebates
6796,Positive,RT @TheRighToExist: Wow!! She is good!! Watch @CarlyFiorina make Chris Matthews look foolish. I'm liking her more &amp; more!! http://t.co/kebn…
6797,Negative,"Watched the #GOPDebate last night, which is very unlike me. Feels like a complete joke with Trump on stage. Seriously?!"
6798,Negative,"@foxandfriends @realDonaldTrump #GOPDebate Debates SHOULD be, ""Why we should vote for you"" NOT LOW BLOW Q's and Personal Attacks!"
6799,Negative,"@DWStweets the only word that you could come up with to sum the #GOPDebate was ""Misogyny"" ....seriously?? #BYE"
6800,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
6801,Negative,@davidaxelrod @marcorubio Its outrageous to not support abortion in rape and incest cases #GOPDebate #NotMyPresident
6802,Negative,"RT @MzDivah67: From watching the #GOPDebates it seems to me like #BlackLivesDontMatter  Bashing PBO over his ""failed policies"" is more impo…"
6803,Negative,"RT @HalSparks: ""We should respect life from beginning to end"" unless it's in Iran. Then nuke em hard #GOPDebate"
6804,Negative,"RT @NARAL: .@JohnKasich talks about common sense, but repeatedly voted for an abortion ban that would make doctors into criminals. #OwnIt #…"
6805,Positive,#GOPDebate #GOP #GOPClownCar Best video EVER !!!!!!  Night at the Roxbury with the @realDonaldTrump ! LOL ! https://t.co/uHq5vx44JW
6806,Negative,"Conservative media's influence on the #GOP: ""They don't give a damn about governing"" http://t.co/a8uth6vmCH by @calmesnyt #GOPDebate"
6807,Negative,#Petition: Exclude Megyn Kelly As A Host From Future Fox News Debates: https://t.co/DxnjJUXeLe (@change) #GOPDebate #debate #MegynKelly #GOP
6808,Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
6809,Positive,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.
6810,Negative,RT @Izac_Wright: THIS HAPPENED: Not a single mention of #votingrights on #VRA50 in tonight’s #GOPdebates
6811,Positive,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
6812,Negative,@FoxNews Megyn Kelly's #GOPDebate performance was every bit as biased and obnoxious as that of Candy Crowley's 2012 @CNN performance.
6813,Negative,"Christie: ""9/11 happened in my state."" When we were running from the collapsing South Tower that day I had no idea we were in NJ. #GOPDebate"
6814,Negative,RT @GABRIELPTA: @gotapoint @UrbnConservativ @peddoc63 @tedcruz was it me or did #GOPDebate try to minimize #TedCruz talking time? Everyone …
6815,Positive,@DonnieWahlberg I am looking more forward to the SNL spoof of the #GOPDebates AND #DemocraticDebates. When does THAT air again?
6816,Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
6817,Negative,"@realDonaldTrump hates strong, independent, women. I'm shocked he doesn't tell his daughter to put a dick in her mouth &amp; hush #GOPDebate"
6818,Negative,Donald Trump just gave a master class on how to get away with #sexism http://t.co/lIwTJlzZfd via @voxdotcom #GOPDebate #GOPClownShow
6819,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
6820,Negative,"Ted, look at history: that was a deal to bolster Reagan! #GOPDebate #GOPDebates"
6821,Negative,The most truthy analysis of the #GOPDebate last night was when @ChrisStirewalt quipped the @realDonaldTrump had a 'HoneyBadger' attitude.
6822,Negative,"RT @TheDailyEdge: Scott Walker: ""We should treat everyone the same in America. Except women, of course."" #GOPDebate http://t.co/jUvKRjrQOT"
6823,Negative,"RT @MrSoLo_DoLo919: Re-fucking-tweet!!

RT @Squintz1983: #GOPDebate pretty much http://t.co/Mw4muTXjgU"
6824,Negative,"The @realDonaldTrump should have asked @megynkelly ""ask these 9 candidates if THEY would support ME when I win the nomination"" #GOPdebates"
6825,Negative,"That's great, Dr. Carson. Now how about separating Israel from the West Bank? washingtonpost #GOPDebate #Palestine http://t.co/jGEbIHaenN"
6826,Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
6827,Negative,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates
6828,Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
6829,Negative,Wondering if I could get the Republican Party to pay for my liver transplant after playing @mtaibbi #GOPDebate drinking game last night.
6830,Negative,"If America is in such horrible shape, why are ""the illegals"" trying so hard to get in? #GOPDebates"
6831,Negative,"RT @monaeltahawy: Women should start protesting #GOPDebates misogyny with ""Stay out of my vagina unless I want you in there!"" placards. (I …"
6832,Negative,@rolandsmartin @Dr_DrewZC: #BlackLivesMatter is a cop killing movement. #GOPDebates
6833,Negative,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates
6834,Negative,"RT @RadioVegan: He EARNED the title of ""Jeb""? Huh? #GOPDebate"
6835,Negative,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates
6836,Negative,hey look- the #KochBrothers R on the stage- standing between #BenCarson &amp; #Trump #GOPDebate
6837,Negative,And the winner is... The Koch Brothers #GopDebates
6838,Positive,So after the #GOPDebate last night I think I know who I want to be president. #MegynKelly #MegynKellyforPresident #MegynKelly2016
6839,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
6840,Negative,"I tweeted last nite Jeb's real name is John Edward Bush, but it's John Ellis Bush.  Net, net, Jeb is a made up name.  #GOPDebate"
6841,Negative,"RT @TatianaKing: the fact that it WASNT EVEN A DEBATE AT ALL. It was literally pundits saying ""remember the time you said X? Bish how bout …"
6842,Negative,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
6843,Negative,RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? #GOPDebates #womensrights  #combover http://t.co/IS9GYB7P31
6844,Negative,"RT @renomarky: #GOPDebate #FoxDebate #DonaldTrump #MegynKelly 
To start debate with a loaded sexist question was unfair &amp; disgusting http:/…"
6845,Negative,"RT @DanRyckert: I don't understand politics but I understand wrestling, so all I know from watching the #GOPDebate is that Trump cuts the b…"
6846,Negative,"RT @AmberJPhillips: “If you think it’s bad now, you should have seen it when I got there.” #KKKorGOP #GOPDebate http://t.co/xURvNY2Ufe"
6847,Negative,RT @iloanya1: Boy I'm not a #Hillary fan but damn we can't let any of these BOZOS become #POTUS...she can't be worse than these guys #GOPDe…
6848,Negative,"RT @Writeintrump: Ted Cruz really looks like a ventriloquist dummy. I'm not going to lie, it's freaking me out.  #GOPDebate"
6849,Negative,"#RUSH:  ""#Fox moderators got 31% of airtime at #GOPDebate"""
6850,Negative,"RT @Lrihendry: #WakeUpAmerica

Fox #GOPDebates freezes out #TedCruz for 44 minutes! 

http://t.co/OPdkTmBMLY

#fair
#tcot http://t.co/EfHEw…"
6851,Positive,"#GOPDebate From a New Hampshire Republucan:  ""Bush looked like the adult on stage.""  @JebBush  good job."
6852,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
6853,Negative,"RT @RedStateJake: I'd pay some serious $$$ to watch someone grill these 2 egomaniacal bullies in an interview. 

#GOPDebate #KellyFile http…"
6854,Negative,RT @NARALColorado: There are 10 men fighting about who can wreak the most havoc on women’s health. #GOPDebate #WorstContestEver #StandWithPP
6855,Negative,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates"
6856,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
6857,Negative,"RT @TylerGroenendal: I wonder if fifty years from now, Republicans will still blindly cite Reagan to justify everything they do. #GOPDebate"
6858,Negative,"Ben Carson is saying military didnt hv capability to strike Assad. Goodbye, dude. Youre nuts. #gopdebates #FoxDebate"
6859,Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
6860,Negative,@washingtonpost @AaronBlakeWP What @megynkelly did to @realDonaldTrump was mean-spirited. Everyone should boycott her show! #GOPDebate
6861,Negative,"RT @senatorshoshana: If @megynkelly is a bimbo, as @realDonaldTrump says, shouldn't he have had a super easy time answering her questions? …"
6862,Negative,"RT @adelsbergerdan: After hearing the summary from the  #GOPDebate last night, if a Republican wins the election, we're screwed"
6863,Negative,"@marcorubio did you say God gave you wonderful @GOP candidates? That god must be deaf, dumb and blind.  #GOPDebate"
6864,Positive,RT @JohnKasich: SMALLER GOVT: Ohio government payroll is smaller than it's been in 3 decades. http://t.co/IGfIF4J1TT #GOPDebate http://t.co…
6865,Negative,Hearing discussion of the #gopdebate with Trump as an honest candidate makes me question my radio station choice.
6866,Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
6867,Negative,RT @ZoeWentzel: The #GOPDebate got me like... #Hillary2016 http://t.co/zNulwsRGyh
6868,Negative,@DumbGayBatman: All of the #GOPDebates candidates are hoping they're God's main girl. Spoiler alert they're all side hoes.
6869,Negative,"RT @BicycleLobby: Since so much oil comes from the Middle East, wouldn't a War on Cars be more effective than a War on Terrorism? #GOPDebate"
6870,Negative,Don't buy @tedcruz 's stale rhetoric. Successful #CVE looks at root causes of radicalism &amp; adopts long-term solutions #GOPDebate
6871,Negative,I feel like they are just throwing Carson scraps. Ask him real questions find out what his policies are #GOPDebate
6872,Positive,RT @fieldnegro: The happiest person in America today after watching those debates is HRC. #GOPDebates.
6873,Negative,"RT @Marmel: So we're going to talk about Trump's bankruptcies but not Fiorina's tenure at HP?

Adorbs.

#GOPDebate"
6874,Negative,"RT @SPWMthe3rd: @PoliSciUMN did Ted Cruz just misspeak when he said during his closing statement that he would ""persecute religious liberty…"
6875,Negative,@BBCNewsUS @realDonaldTrump Then u need to stop CRYING when you get questions you don't like. Toughen UP! Stop being such a baby #GOPDebate
6876,Negative,"@sportspickle when I saw this, all I thought of was you 😻 #elite #flacco #thoseguysontheleft #GOPDebates http://t.co/JFrU1lNffB"
6877,Positive,.@BretBaier named @GovMikeHuckabee has one of his “winners” of #GOPDebate —-&gt; https://t.co/OBSveWvo41 #ImWithHuck
6878,Negative,One last debate question: is Trump trying to lead the GOP over a cliff or isn't he that smart?#GOPDebate
6879,Negative,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
6880,Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
6881,Negative,#GOPDebate  practiced answers R not impressive when u look at what they practice. Ignore what they say it's what they've DONE that matters.
6882,Negative,This is the lamest 10 man cage match in WWE history! #GOPDebates
6883,Positive,RT @thecjpearson: Called it. #GOPDebate #2016 #CruzToVictory http://t.co/P5JEm3cfpW
6884,Negative,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…"
6885,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
6886,Negative,"RT @GrnEyedMandy: Women who shame other women for having abortions deserve to be shamed for having no soul or self respect. 

#PlannedParen…"
6887,Negative,"RT @SupermanHotMale: Dear Donald Trump, sniff a couple times, your head is in your ass #GopDebates"
6888,Negative,"Who's ""marginalizing"" women Lingerie model @megynkelly or @realDonaldTrump Glass houses? #DeBaitAndSwitch #GOPDebate https://t.co/HmKmm5UoNA"
6889,Positive,I also think Kasich is doing fine. I'm a RINO prolly #GOPDebates
6890,Negative,RT @Bipartisanism: The #GOPDebate response to #BlackLivesMatter was pathetic. http://t.co/isMXbrRM0h
6891,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
6892,Positive,RT @megynkelly: .@brithume: Best closing statement was @RealBenCarson #GOPDebate
6893,Negative,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates"
6894,Negative,Dumbo is on stage. *these views do not reflect the views of Walt Disney. Mostly because they're not racist enough #GOPDebates #RubiosEars
6895,Negative,Right. Let's get angry about all of the topics they didn't bring up at the #GOPDebate like they care. You can't penetrate the bubble.
6896,Negative,"#Trump is to the GOP what Sanjaya was to AmericanIdol. We all know he's the worst contestant, but keep him in for entertainment. #GOPDebate"
6897,Negative,"#GOPDebate Results:
Fox Cancellations? https://t.co/X4QbVOgQWI"
6898,Positive,"Even the media doesn't get it,  No one won last night's #GOPDebate.  ALL the men further alienated their base.  Carly was the only star."
6899,Negative,"So, it's official; the GOP 2016 Platform is less abortion, more war. That's it. That's what they are after. #GOPDebate #Priorities"
6900,Negative,"RT @chrisgeidner: Rubio says all life should be protected. Rejects that he supports ""life of the mother"" exceptions. #GOPDebate"
6901,Negative,"RT @SupermanHotMale: No, Rand Paul does not have a budget, he has budgets... multiple sets of books? Yep... #GopDebates"
6902,Negative,#GOPDebate #MegynKelly is a talking head like the rest of them There were wonderful intelligent candidates we ought to be discussing instead
6903,Negative,"RT @letsgetfree13: Megyn Kelly: How would you defeat ISIS in 90 days?

Ted Cruz: With my Green Lantern ring, of course.

#GOPdebates"
6904,Positive,Trump: This country owns $19 Trillion Dollars and they need someone like me to fix it #QUDebates #GOPDebates
6905,Negative,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates
6906,Negative,"RT @thomasjohnstn1: 10 wealthy, conservative men setting out the rights that women should and shouldn't be entitled to. #GOPDebate"
6907,Negative,"RT @SalMasekela: Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates"
6908,Negative,RT @dick_nixon: Rand Paul has the manner of the fellow who turns up to every town meeting and has to be led away from the podium by the she…
6909,Negative,"RT @OneLegSandpiper: #GOPDebate I was disappointed. Not ONE of them said ""Churchillian."""
6910,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
6911,Negative,"My personal view on this guy! 
#GOPDebate #sorrynotsorry @FoxNews http://t.co/1alj9CpiCg"
6912,Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
6913,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
6914,Negative,The perfect remedy for a #GOPDebate hangover is to #FF @KyBurg  @FutureBoston  @Sycamoron  @NewPoll_inTown
6915,Negative,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
6916,Negative,I've known Donald Trump was crazy ever since I saw my first bottle of Trump Ice. #DonaldTrump #GOPdebate http://t.co/vYjQt1fjYX
6917,Negative,Disgrace @GovMikeHuckabee cites #science in anti-abortion rant but dismisses it on #globalwarming #GOPcircus #GOPDebate
6918,Positive,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.
6919,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
6920,Negative,"RT @_Holly_Renee: Jindal: if you wanna come here, do it legally, learn English, roll up your sleeves and get to work.
#GOPDebate"
6921,Negative,"RT @Mariacka: Newsflash, JEB - You won't unite the country with #CommonCore. Please!  LOL! #GOPDebates"
6922,Negative,"Nope @HillaryClinton I feel like "" #Hilliary2016forPrison "" #GOPDebates #NoMoreLibsOrRinos #ccot #MakeDCListen #pjnet"
6923,Negative,RT @deancameron: How many famous people petulantly threatened to move to Canada if one of the debaters won? #GOPDebate #GOPDebates
6924,Negative,I borrowed this from someone else but it is so true. At least he was good for a few laughs. #GOPDebate #Trump http://t.co/JXjn0MJqBy
6925,Negative,"RT @iRreverin: Thought I was watching a political function, but I feel like I've just been to church. And not in a good way. #GOPDebate #in…"
6926,Negative,RT @sundapp: Looking forward to POTUS @realDonaldTrump whining &amp; trash talking on twttr after each Summit meeting he holds with world leade…
6927,Positive,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.
6928,Negative,RT @AG_Conservative: Trump asked for evidence of his dumb accusation makes up secondhand testimony from anonymous border patrol agents. #GO…
6929,Negative,"RT @LemonMeringue19: Intelligence, class and charm are no longer requirements for the presidency, I guess. #GOPDebates"
6930,Negative,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
6931,Negative,"RT @NETRetired: “@AdamSmith_USA: democrats watching the #GOPDebate http://t.co/OjuKqGCdb7” @gop love unborn, it's after birth they starve t…"
6932,Negative,"DeclarationOfIndependence mentions
3 Rights:
Life,Liberty&amp;thePursuitOfHappiness. 
#GOPDebate reveals denial4someOfUS! http://t.co/5QyKiPOinB"
6933,Negative,RT @ItsJaneLindsey: #GOPDebate was like seeing the personal hell God has planned as payback for me not believing in him.
6934,Negative,Rand Paul: Im a different kind of Republican. Im the only one who's campaign staff were picked up by the FBI this week. #GOPdebates
6935,Positive,The clear winners in #GOPDebate were @SenTedCruz and @CarlyFiorina and that is a powerful combo I could support.
6936,Negative,We don't win anymore? Freedom won several weeks ago! #GOPDebates
6937,Positive,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
6938,Negative,RT @TheXclass: #GOPDebate taught us that it's OK to buy Democracy and sacrifice Other Peoples Kids in WAR! to make the whole thing profitab…
6939,Negative,@BenCarson2016 and these zingers. Go away. #GOPDebates
6940,Positive,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
6941,Negative,RT @princessomuch: Yes! And true of most religions: women are unclean sexual distracters &amp; men are hapless victims #religion #GOPDebate htt…
6942,Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
6943,Negative,"2016 News: @JohnSununu at #GOPDebates for @JohnKasich
tells @NH1News @realDonaldTrump language &amp; answers ""clearly aren’t presidential"" #fitn"
6944,Negative,"#GOPDebate Such flailing&amp;whining about ""political correctness"" as a way to avoid answering any substantive Q on war/immigration/misogyny..."
6945,Negative,RT @mgell: Trump is a cross between the shrug emoji and President Business from the Lego movie. #GOPDebate
6946,Positive,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
6947,Negative,#Rubio said he was worried about all the people who can't get in. How about worrying about those born here 4a change #GOPDebate #tcot
6948,Negative,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …
6949,Negative,Best anal.  Ysis you will read about last nights debates. #GOPDebate  https://t.co/1BAMWCKIZf
6950,Negative,The real Donald Trump: Skin too thin and too spineless to say what he thinks to someone's face. #GOPDebate  https://t.co/zRwmTmIokM
6951,Positive,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates"
6952,Negative,RT @JohnGGalt: How many blowjobs do you think Monica Lewinsky gave Bill Clinton in the oval office? #GOPDebate
6953,Negative,@realDonaldTrump The U.S. Can't afford to file bankruptcy. #GOPDebates #StandWithRand
6954,Negative,The Donald J. Trump side show at the #GOPDebate represents accurately the circus the #GOP has become. If they're... http://t.co/FpFtx3nFCU
6955,Negative,RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? #GOPDebates #womensrights  #combover http://t.co/IS9GYB7P31
6956,Negative,@AC360 @donnabrazile American people are not going to put up with #PCPolice feelings #trumptruth is the pulse of #AmericanVoters #GOPDebate
6957,Positive,"Re: the #GOPDebate--@DennisPrager: ""The 2 Hispanics [Cruz and Rubio] did the best."""
6958,Negative,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
6959,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
6960,Negative,Is FOXNews a long-game liberal conspiracy to drive the Republican Party so far right that it will never win a general election? #GOPdebate
6961,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
6962,Positive,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
6963,Negative,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…
6964,Negative,"RT @mjtbaum: By the way... real, professional moderators don't laugh at jokes like that... #GOPDebate"
6965,Negative,.@marklevinshow .@BillHemmer @marthamaccallum @BretBaier did fine. No more @megynkelly or @FoxNewsSunday Chris Wallace. at next #GOPDebates
6966,Negative,RT @NYCdeb8tr: We need a good and bad egg chute...to weed out these politicians...boos just aren't cutting it. #GOPDebates http://t.co/fon9…
6967,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
6968,Negative,Did @realDonaldTrump really say the moderators of the #GOPDebate weren't professional? #AreYouKiddingMeWithThis
6969,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
6970,Negative,This reboot of Golden Girls sucks #GOPdebates
6971,Negative,"Not one mention of Voting Rights, Voter Suppression, or the Environment at the so-called #GOPDebate oh wait, we're talking about republicans"
6972,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
6973,Positive,Rubio is American Dream story. #GOPDebates
6974,Negative,Trump is such an ass #GOPDebates
6975,Positive,Marc Sandalow: Rubio Made A Strong Case About The Benefits Of His Conservative Values #GOPDebate http://t.co/1Zb75gqMUW
6976,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
6977,Positive,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates"
6978,Negative,"If the moderators followed up every lip service rant with ""ok, how?"" this debate would reveal everything you need to know. #GOPDebates"
6979,Positive,"Watching #GOPDebate from last night. Wow Trump on fire first 15mins. Says what he thinks, is this a new popular breed in politics? #corbyn"
6980,Negative,"Libertarian hate state power? Right? 
Are they silent about this or my volume is on mute?  #GOPDebate #RandPaul http://t.co/ueKBwu19lh"
6981,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
6982,Negative,RT @ancapkatie: Rand don't call yourself a Reagan conservative let's just remember how many times he raised taxes #GOPDebate
6983,Negative,"RT @SupermanHotMale: Dear #GOP, Nobody likes Abortion, we just don't want republicans raping our children and getting away with it. #GopDeb…"
6984,Negative,RT @SupermanHotMale: Dr. Carson talking about race is like trump talking about money. #Wrong #GopDebates
6985,Negative,"RT @IamGMJohnson: ""I listen to the American People"" (As long as they are not immigrants, blacks, latinos, lgbtq and women) #GOPDebate #kkko…"
6986,Negative,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…"
